"col0","col1","col2","col3","col4","col5","col6","col7","col8"
"run_manager",2,2,3,"method test_args_kwargs_filtered._SingleArgToolWithKwargs._run",256,261,"Function _run","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"run_manager",2,2,3,"method test_args_kwargs_filtered._SingleArgToolWithKwargs._arun",264,269,"Function _arun","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"run_manager",2,2,3,"method test_tool_mutate_input.MyTool._run",2444,2448,"Function _run","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"run_manager",2,2,3,"method TransformChain._call",60,64,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chains/transform.py"
"run_manager",2,2,3,"method TransformChain._acall",68,72,"Function _acall","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/chains/transform.py"
"run_manager",3,2,4,"method FakeListLLM._call",24,30,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/agents/test_agent_async.py"
"run_manager",3,2,4,"method FakeListLLM._call",44,50,"Function _call","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake.py"
"run_manager",3,2,4,"method FakeListLLM._call",53,59,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/agents/test_agent.py"
"run_manager",3,2,4,"method FakeListLLM._acall",60,66,"Function _acall","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake.py"
"run_manager",3,2,4,"method FakeChatModel._call",26,32,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"run_manager",3,2,4,"method FakeChatModel._call",196,202,"Function _call","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"run_manager",3,2,4,"method FakeChatModel._agenerate",36,42,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"run_manager",3,2,4,"method FakeChatModel._agenerate",206,212,"Function _agenerate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"run_manager",3,2,4,"method GenericFakeChatModel._generate",83,89,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_chat_model.py"
"run_manager",3,2,4,"method GenericFakeChatModel._generate",254,260,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"run_manager",3,2,4,"method FakeMessagesListChatModel._generate",32,38,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"run_manager",3,2,4,"method FakeListChatModel._stream",95,101,"Function _stream","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"run_manager",3,2,4,"method FakeListChatModel._astream",124,130,"Function _astream","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"run_manager",3,2,4,"method ParrotFakeChatModel._generate",382,388,"Function _generate","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/fake_chat_models.py"
"run_manager",3,2,4,"method FakeLLM._call",37,43,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/llms/fake_llm.py"
"run_manager",3,2,4,"method test_error_callback.FailingLLM._call",111,117,"Function _call","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"run_manager",3,2,4,"method test_astream_fallback_to_ainvoke.ModelWithGenerate._generate",142,148,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"run_manager",3,2,4,"method test_astream_fallback_to_ainvoke.ModelWithGenerate._generate",186,192,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._generate",168,174,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._generate",219,225,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._stream",179,185,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_fallback_to_stream.ModelWithSyncStream._stream",230,236,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._generate",206,212,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._generate",271,277,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._astream",217,223,"Function _astream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"run_manager",3,2,4,"method test_astream_implementation_uses_astream.ModelWithAsyncStream._astream",282,288,"Function _astream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method test_get_ls_params.LSParamsModel._generate",244,250,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/llms/test_base.py"
"run_manager",3,2,4,"method test_get_ls_params.LSParamsModel._generate",1174,1180,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method NoStreamingModel._generate",352,358,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method StreamingModel._stream",370,376,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method test_get_ls_params.LSParamsModel._stream",1184,1190,"Function _stream","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/language_models/chat_models/test_base.py"
"run_manager",3,2,4,"method DummyLLM._call",31,37,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/chains/test_conversation.py"
"run_manager",3,2,4,"method _FakeTrajectoryChatModel._call",48,54,"Function _call","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/evaluation/agents/test_eval_chain.py"
"run_manager",3,2,4,"method FakeStructuredOutputModel._generate",325,331,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_fallbacks.py"
"run_manager",3,2,4,"method FakeModel._generate",358,364,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_fallbacks.py"
"run_manager",3,2,4,"method LengthChatModel._generate",260,266,"Function _generate","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_history.py"
"run_manager",3,2,4,"method FakeLLM._generate",39,45,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/chains/test_hyde.py"
"run_manager",3,2,4,"method FakeLLM._agenerate",49,55,"Function _agenerate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/chains/test_hyde.py"
"run_manager",3,2,4,"method FakeChatOpenAI._generate",20,26,"Function _generate","/home/runner/work/langchain/langchain/libs/langchain/tests/unit_tests/runnables/test_openai_functions.py"
"run_manager",3,3,4,"method InvalidTool._run",20,25,"Function _run","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/tools.py"
"run_manager",3,3,4,"method InvalidTool._arun",34,39,"Function _arun","/home/runner/work/langchain/langchain/libs/langchain/langchain_classic/agents/tools.py"
"run_manager",4,4,5,"function test_filter_multiple_injected_args.complex_tool",2887,2893,"Function complex_tool","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"tool_input",1,2,2,"method test_base_tool_inheritance_base_schema._MockSimpleTool._arun",425,425,"Function _arun","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"tool_input",1,3,3,"method test_validation_error_handling_non_validation_error._RaiseNonValidationErrorTool._parse_input",926,930,"Function _parse_input","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"tool_input",1,3,3,"method test_async_validation_error_handling_non_validation_error._RaiseNonValidationErrorTool._parse_input",992,996,"Function _parse_input","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"schema",1,2,2,"method BaseLanguageModel.with_structured_output",270,272,"Function with_structured_output","/home/runner/work/langchain/langchain/libs/core/langchain_core/language_models/base.py"
"schema",1,2,2,"method FakeStructuredOutputModel.with_structured_output",344,346,"Function with_structured_output","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/runnables/test_fallbacks.py"
"schema",1,3,3,"method _IgnoreUnserializable.handle_invalid_for_json_schema",195,197,"Function handle_invalid_for_json_schema","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/pydantic.py"
"template",0,3,3,"function l_sa_check",66,70,"Function l_sa_check","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/mustache.py"
"html",1,1,2,"method FewShotChatMessagePromptTemplate.pretty_repr",451,451,"Function pretty_repr","/home/runner/work/langchain/langchain/libs/core/langchain_core/prompts/few_shot.py"
"html",1,1,2,"method ImagePromptTemplate.pretty_repr",142,145,"Function pretty_repr","/home/runner/work/langchain/langchain/libs/core/langchain_core/prompts/image.py"
"exc_type",1,4,4,"method NoLock.__aexit__",89,94,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"exc_type",1,4,4,"method Tee.__aexit__",248,253,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"exc_type",1,4,4,"method aclosing.__aexit__",306,311,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"exc_type",1,4,4,"method FileCallbackHandler.__exit__",94,99,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/callbacks/file.py"
"exc_type",1,4,4,"method NoLock.__exit__",25,30,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/iter.py"
"exc_type",1,4,4,"method Tee.__exit__",182,187,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/iter.py"
"exc_type",1,4,4,"method MockAsyncContextManager.__aexit__",293,298,"Function __aexit__","/home/runner/work/langchain/langchain/libs/partners/openai/tests/unit_tests/chat_models/test_base.py"
"exc_type",1,4,4,"method MockSyncContextManager.__exit__",321,326,"Function __exit__","/home/runner/work/langchain/langchain/libs/partners/openai/tests/unit_tests/chat_models/test_base.py"
"exc_val",2,4,4,"method NoLock.__aexit__",89,94,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"exc_val",2,4,4,"method Tee.__aexit__",248,253,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"exc_val",2,4,4,"method FileCallbackHandler.__exit__",94,99,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/callbacks/file.py"
"exc_val",2,4,4,"method NoLock.__exit__",25,30,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/iter.py"
"exc_val",2,4,4,"method Tee.__exit__",182,187,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/iter.py"
"exc_tb",3,4,4,"method NoLock.__aexit__",89,94,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"exc_tb",3,4,4,"method Tee.__aexit__",248,253,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"exc_tb",3,4,4,"method FileCallbackHandler.__exit__",94,99,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/callbacks/file.py"
"exc_tb",3,4,4,"method NoLock.__exit__",25,30,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/iter.py"
"exc_tb",3,4,4,"method Tee.__exit__",182,187,"Function __exit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/iter.py"
"color",2,2,5,"method FileCallbackHandler.on_tool_end",207,214,"Function on_tool_end","/home/runner/work/langchain/langchain/libs/core/langchain_core/callbacks/file.py"
"exc_value",2,4,4,"method aclosing.__aexit__",306,311,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"traceback",3,4,4,"method aclosing.__aexit__",306,311,"Function __aexit__","/home/runner/work/langchain/langchain/libs/core/langchain_core/utils/aiter.py"
"request",0,1,1,"function test_dynamic_prompt_decorator.my_prompt",577,577,"Function my_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_dynamic_prompt_integration.context_aware_prompt",637,637,"Function context_aware_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_async_dynamic_prompt_decorator.async_prompt",655,655,"Function async_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_async_dynamic_prompt_integration.async_context_prompt",670,670,"Function async_context_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_dynamic_prompt_overwrites_system_prompt.override_prompt",687,687,"Function override_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_dynamic_prompt_multiple_in_sequence.first_prompt",705,705,"Function first_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_dynamic_prompt_multiple_in_sequence.second_prompt",709,709,"Function second_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_async_dynamic_prompt_skipped_on_sync_invoke.async_only_prompt",730,730,"Function async_only_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_sync_dynamic_prompt_on_async_invoke.sync_prompt",754,754,"Function sync_prompt","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"request",0,1,1,"function test_responses_integration_matrix.on_request",108,108,"Function on_request","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_responses_spec.py"
"request",1,2,2,"method TestHuggingFaceEndpoint.model",29,29,"Function model","/home/runner/work/langchain/langchain/libs/partners/huggingface/tests/integration_tests/test_standard.py"
"request",1,2,2,"method _CallableReturningPromptString.__call__",539,539,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/agents/middleware/types.py"
"request",1,3,3,"method _CallableReturningModelResponse.__call__",551,555,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/agents/middleware/types.py"
"request",1,3,3,"method _CallableReturningToolResponse.__call__",567,571,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/agents/middleware/types.py"
"handler",1,2,2,"function test_wrap_tool_call_short_circuit.short_circuit",278,278,"Function short_circuit","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_wrap_tool_call_decorator.py"
"handler",1,2,2,"function test_wrap_tool_call_inner_short_circuits.inner_short_circuit",599,599,"Function inner_short_circuit","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_wrap_tool_call_decorator.py"
"handler",2,3,3,"method test_generator_composition_short_circuit.InnerShortCircuitMiddleware.wrap_tool_call",501,505,"Function wrap_tool_call","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_on_tool_call_middleware.py"
"handler",2,3,3,"method _CallableReturningModelResponse.__call__",551,555,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/agents/middleware/types.py"
"handler",2,3,3,"method _CallableReturningToolResponse.__call__",567,571,"Function __call__","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/agents/middleware/types.py"
"state",0,2,2,"function TestAgentHooksCombined.test_execution_order.log_before",140,140,"Function log_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_execution_order.log_before",149,149,"Function log_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_execution_order.log_after",144,144,"Function log_after","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_execution_order.log_after",153,153,"Function log_after","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_state_passthrough.modify_in_before",170,170,"Function modify_in_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_multiple_middleware_instances.before_one",185,185,"Function before_one","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_multiple_middleware_instances.before_two",189,189,"Function before_two","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_multiple_middleware_instances.after_one",193,193,"Function after_one","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_multiple_middleware_instances.after_two",197,197,"Function after_two","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_agent_hooks_run_once_with_multiple_model_calls.log_before_agent",219,219,"Function log_before_agent","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_agent_hooks_run_once_with_multiple_model_calls.log_before_model",223,223,"Function log_before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_agent_hooks_run_once_with_multiple_model_calls.log_after_agent",227,227,"Function log_after_agent","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function TestAgentHooksCombined.test_agent_hooks_run_once_with_multiple_model_calls.log_after_model",231,231,"Function log_after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",0,2,2,"function test_before_model_decorator.custom_before_model",46,46,"Function custom_before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_after_model_decorator.custom_after_model",68,68,"Function custom_after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_all_decorators_integration.track_before",126,126,"Function track_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_all_decorators_integration.track_after",136,136,"Function track_after","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_decorators_use_function_names_as_default.my_before_hook",153,153,"Function my_before_hook","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_decorators_use_function_names_as_default.my_after_hook",161,161,"Function my_after_hook","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_before_model_decorator.async_before_model",253,253,"Function async_before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_after_model_decorator.async_after_model",266,266,"Function async_after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_mixed_sync_async_decorators.sync_before",293,293,"Function sync_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_mixed_sync_async_decorators.async_before",297,297,"Function async_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_decorators_integration.track_async_before",321,321,"Function track_async_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_decorators_integration.track_async_after",331,331,"Function track_async_after","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_mixed_sync_async_decorators_integration.track_sync_before",351,351,"Function track_sync_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_mixed_sync_async_decorators_integration.track_async_before",356,356,"Function track_async_before","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_mixed_sync_async_decorators_integration.track_async_after",371,371,"Function track_async_after","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_mixed_sync_async_decorators_integration.track_sync_after",376,376,"Function track_sync_after","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_middleware_with_can_jump_to_graph_snapshot.async_before_early_exit",542,542,"Function async_before_early_exit","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_middleware_with_can_jump_to_graph_snapshot.async_after_retry",546,546,"Function async_after_retry","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_middleware_with_can_jump_to_graph_snapshot.sync_before_with_jump",558,558,"Function sync_before_with_jump","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",0,2,2,"function test_async_middleware_with_can_jump_to_graph_snapshot.async_after_with_jumps",562,562,"Function async_after_with_jumps","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",1,2,2,"function test_tool_invocation_error_excludes_injected_state.tool_with_injected_state",32,35,"Function tool_with_injected_state","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_create_agent_tool_validation.py"
"state",1,2,2,"function test_filter_injected_args_from_callbacks.search_tool",2820,2823,"Function search_tool","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"state",1,2,2,"function test_filter_injected_args_async.async_search_tool",2956,2959,"Function async_search_tool","/home/runner/work/langchain/langchain/libs/core/tests/unit_tests/test_tools.py"
"state",1,3,3,"function test_human_in_the_loop_middleware_description_as_callable.custom_description",979,979,"Function custom_description","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method ShellToolMiddleware.before_agent",479,479,"Function before_agent","/home/runner/work/langchain/langchain/libs/langchain_v1/langchain/agents/middleware/shell_tool.py"
"state",1,3,3,"method TestAgentMiddlewareHooks.test_hook_with_class_inheritance.CustomMiddleware.abefore_agent",89,91,"Function abefore_agent","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",1,3,3,"method TestAgentMiddlewareHooks.test_hook_with_class_inheritance.CustomMiddleware.aafter_agent",96,98,"Function aafter_agent","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",1,3,3,"method TestAgentMiddlewareHooks.test_hook_with_class_inheritance.CustomMiddleware.before_agent",105,107,"Function before_agent","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",1,3,3,"method TestAgentMiddlewareHooks.test_hook_with_class_inheritance.CustomMiddleware.after_agent",112,112,"Function after_agent","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/middleware/test_before_after_agent.py"
"state",1,3,3,"method test_tool_runtime_with_middleware.TestMiddleware.before_model",470,470,"Function before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_injected_runtime_create_agent.py"
"state",1,3,3,"method test_tool_runtime_with_middleware.TestMiddleware.after_model",474,474,"Function after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_injected_runtime_create_agent.py"
"state",1,3,3,"method test_hook_config_decorator_on_class_method.JumpMiddleware.after_model",181,181,"Function after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",1,3,3,"method test_get_can_jump_to_only_overridden_methods.SyncOnlyMiddleware.before_model",489,489,"Function before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",1,3,3,"method test_get_can_jump_to_only_overridden_methods.AsyncOnlyMiddleware.aafter_model",501,501,"Function aafter_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_decorators.py"
"state",1,3,3,"method test_create_agent_diagram.NoopOne.before_model",76,76,"Function before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopTwo.before_model",80,80,"Function before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopThree.before_model",84,84,"Function before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopFour.after_model",88,88,"Function after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopFive.after_model",92,92,"Function after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopSix.after_model",96,96,"Function after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopSeven.before_model",100,100,"Function before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopSeven.after_model",103,103,"Function after_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
"state",1,3,3,"method test_create_agent_diagram.NoopEight.before_model",107,107,"Function before_model","/home/runner/work/langchain/langchain/libs/langchain_v1/tests/unit_tests/agents/test_middleware_agent.py"
